transaction_id,accm_txn_complete_time
12508,5/29/2022
13014,5/28/2022
13023,5/28/2022
13516,5/26/2022
13982,5/29/2022
14525,5/27/2022
14528,5/26/2022
15362,5/27/2022
15610,5/29/2022
16453,5/31/2022
16781,5/26/2022
16950,5/26/2022
17318,5/27/2022
17321,5/24/2022
17669,5/30/2022
18652,5/25/2022
18915,5/24/2022
19094,5/27/2022
622,5/26/2022
887,5/30/2022
1550,5/25/2022
2206,5/31/2022
2454,5/24/2022
2699,5/30/2022
3242,5/25/2022
3694,5/31/2022
4370,5/29/2022
7511,5/30/2022
8407,5/25/2022
8910,5/24/2022
9071,5/26/2022
9169,5/25/2022
9431,5/30/2022
9655,5/24/2022
10071,5/30/2022
10301,5/29/2022
10393,5/28/2022
11505,5/27/2022
11715,5/24/2022
12516,5/31/2022
13273,5/31/2022
13942,5/28/2022
14089,5/30/2022
14490,5/30/2022
14620,5/25/2022
15484,5/28/2022
15567,5/25/2022
15743,5/25/2022
16427,5/31/2022
17040,5/25/2022
18032,5/30/2022
18104,5/24/2022
18641,5/27/2022
19657,5/26/2022
19809,5/28/2022
19914,5/28/2022
29,5/31/2022
464,5/29/2022
578,5/28/2022
965,5/28/2022
1698,5/26/2022
2227,5/28/2022
3130,5/27/2022
3644,5/26/2022
3650,5/29/2022
3857,5/28/2022
4068,5/30/2022
4233,5/31/2022
4270,5/24/2022
4862,5/28/2022
7677,5/30/2022
7878,5/28/2022
8020,5/27/2022
8226,5/28/2022
8883,5/31/2022
8992,5/30/2022
9064,5/29/2022
9139,5/31/2022
9642,5/26/2022
11621,5/28/2022
11990,5/31/2022
13088,5/30/2022
13321,5/25/2022
13428,5/29/2022
13748,5/30/2022
13824,5/29/2022
14161,5/26/2022
15313,5/30/2022
16040,5/24/2022
16130,5/30/2022
18290,5/30/2022
19032,5/31/2022
19242,5/29/2022
19330,5/25/2022
391,5/31/2022
395,5/31/2022
646,5/25/2022
1538,5/26/2022
1771,5/26/2022
1782,5/31/2022
2851,5/26/2022
3873,5/24/2022
3874,5/25/2022
4434,5/27/2022
5010,5/31/2022
5288,5/28/2022
5410,5/31/2022
6115,5/27/2022
6444,5/26/2022
7037,5/27/2022
7270,5/30/2022
7552,5/27/2022
7600,5/28/2022
7626,5/30/2022
7687,5/27/2022
7691,5/27/2022
9103,5/28/2022
9511,5/27/2022
10861,5/29/2022
10931,5/31/2022
10962,5/26/2022
11047,5/28/2022
11510,5/30/2022
11861,5/26/2022
11957,5/29/2022
12121,5/25/2022
12511,5/29/2022
13917,5/27/2022
14099,5/30/2022
14201,5/28/2022
15656,5/29/2022
16059,5/29/2022
16196,5/29/2022
17791,5/25/2022
18417,5/29/2022
18719,5/26/2022
18826,5/28/2022
108,5/26/2022
324,5/28/2022
1086,5/27/2022
1270,5/25/2022
1402,5/31/2022
1657,5/28/2022
1855,5/28/2022
2212,5/25/2022
3199,5/25/2022
4804,5/30/2022
4842,5/25/2022
5012,5/26/2022
5976,5/31/2022
6821,5/29/2022
7021,5/28/2022
7130,5/29/2022
8017,5/26/2022
8159,5/27/2022
8171,5/26/2022
8713,5/30/2022
8969,5/27/2022
9003,5/30/2022
9114,5/29/2022
9221,5/24/2022
10147,5/26/2022
11149,5/27/2022
11175,5/26/2022
11315,5/25/2022
11414,5/25/2022
11649,5/25/2022
12293,5/25/2022
12629,5/29/2022
14344,5/30/2022
14844,5/24/2022
15591,5/25/2022
15617,5/29/2022
15697,5/26/2022
15850,5/28/2022
16002,5/28/2022
17637,5/25/2022
18185,5/27/2022
18340,5/28/2022
19477,5/29/2022
19508,5/25/2022
19840,5/29/2022
16,5/26/2022
630,5/27/2022
1886,5/24/2022
2134,5/25/2022
2178,5/24/2022
2769,5/24/2022
2975,5/25/2022
3904,5/27/2022
4027,5/27/2022
4657,5/30/2022
4790,5/31/2022
5477,5/31/2022
5558,5/29/2022
5852,5/30/2022
6586,5/26/2022
6981,5/26/2022
7189,5/25/2022
7462,5/27/2022
7555,5/28/2022
8011,5/25/2022
8127,5/28/2022
8198,5/30/2022
8342,5/27/2022
8474,5/29/2022
8771,5/26/2022
9042,5/26/2022
9798,5/24/2022
9956,5/31/2022
10292,5/24/2022
12562,5/29/2022
14135,5/28/2022
14169,5/24/2022
14587,5/25/2022
14837,5/25/2022
14889,5/25/2022
15040,5/25/2022
15197,5/28/2022
15539,5/26/2022
15984,5/25/2022
16832,5/25/2022
16882,5/28/2022
17478,5/31/2022
17655,5/27/2022
17781,5/28/2022
18226,5/28/2022
18674,5/28/2022
19839,5/29/2022
21,5/25/2022
112,5/30/2022
665,5/29/2022
728,5/28/2022
801,5/29/2022
1214,5/24/2022
1222,5/29/2022
1266,5/30/2022
1645,5/28/2022
2085,5/24/2022
2502,5/29/2022
3108,5/31/2022
3138,5/31/2022
3678,5/29/2022
3748,5/25/2022
4791,5/29/2022
4964,5/27/2022
5353,5/28/2022
5787,5/24/2022
5788,5/24/2022
6912,5/31/2022
7205,5/29/2022
7612,5/30/2022
7991,5/25/2022
8501,5/24/2022
10736,5/29/2022
11573,5/31/2022
11925,5/27/2022
13221,5/27/2022
14118,5/26/2022
14368,5/28/2022
15179,5/30/2022
15235,5/28/2022
17101,5/27/2022
17418,5/31/2022
17973,5/27/2022
19679,5/28/2022
820,5/31/2022
1290,5/30/2022
1512,5/24/2022
2512,5/30/2022
2659,5/29/2022
2703,5/28/2022
3106,5/27/2022
3389,5/25/2022
3402,5/26/2022
3828,5/31/2022
4782,5/31/2022
5497,5/25/2022
5591,5/29/2022
5664,5/28/2022
6106,5/25/2022
6257,5/26/2022
7048,5/25/2022
7489,5/24/2022
8048,5/29/2022
8519,5/24/2022
9012,5/25/2022
9128,5/29/2022
9545,5/31/2022
10256,5/31/2022
10343,5/24/2022
10462,5/31/2022
11372,5/29/2022
12233,5/28/2022
12367,5/30/2022
12858,5/26/2022
13015,5/24/2022
13138,5/27/2022
13407,5/28/2022
13623,5/26/2022
13851,5/29/2022
14309,5/28/2022
14310,5/31/2022
14874,5/31/2022
15526,5/27/2022
16440,5/27/2022
16494,5/25/2022
16516,5/27/2022
16815,5/24/2022
17772,5/25/2022
18412,5/27/2022
81,5/29/2022
474,5/30/2022
1329,5/28/2022
1336,5/25/2022
1427,5/24/2022
1683,5/26/2022
1963,5/31/2022
2106,5/30/2022
2603,5/28/2022
3198,5/28/2022
3434,5/29/2022
3494,5/29/2022
4229,5/29/2022
4594,5/30/2022
4752,5/31/2022
5372,5/30/2022
5905,5/26/2022
6211,5/31/2022
7312,5/24/2022
8268,5/29/2022
8987,5/28/2022
9980,5/30/2022
10219,5/31/2022
10410,5/30/2022
10934,5/26/2022
11183,5/25/2022
12957,5/24/2022
14083,5/31/2022
15119,5/27/2022
15228,5/24/2022
15300,5/28/2022
15325,5/25/2022
15999,5/30/2022
17235,5/26/2022
17999,5/28/2022
18273,5/30/2022
19198,5/27/2022
19270,5/29/2022
19544,5/30/2022
774,5/25/2022
1262,5/24/2022
1271,5/27/2022
1462,5/26/2022
1585,5/31/2022
2899,5/28/2022
3540,5/28/2022
5256,5/24/2022
5407,5/30/2022
5409,5/27/2022
5901,5/31/2022
5962,5/31/2022
6117,5/28/2022
6772,5/30/2022
6935,5/28/2022
7473,5/27/2022
7733,5/28/2022
7748,5/27/2022
8133,5/31/2022
8236,5/27/2022
8403,5/27/2022
8551,5/26/2022
10412,5/25/2022
11852,5/27/2022
14145,5/26/2022
15260,5/31/2022
16048,5/26/2022
16634,5/26/2022
17470,5/29/2022
17701,5/31/2022
18269,5/26/2022
18390,5/31/2022
18495,5/24/2022
18580,5/27/2022
19551,5/28/2022
19627,5/31/2022
19682,5/27/2022
336,5/29/2022
995,5/24/2022
1315,5/29/2022
1474,5/29/2022
1596,5/31/2022
1648,5/24/2022
2131,5/28/2022
2981,5/31/2022
3621,5/27/2022
3780,5/29/2022
3840,5/28/2022
4410,5/26/2022
4428,5/31/2022
4927,5/28/2022
5254,5/30/2022
6350,5/29/2022
6501,5/25/2022
6703,5/24/2022
6862,5/31/2022
7152,5/27/2022
7261,5/30/2022
7755,5/28/2022
8660,5/31/2022
8890,5/26/2022
12956,5/31/2022
13691,5/27/2022
14220,5/28/2022
14283,5/28/2022
15450,5/26/2022
16757,5/28/2022
16874,5/27/2022
17173,5/30/2022
17838,5/24/2022
19224,5/26/2022
19263,5/29/2022
928,5/24/2022
1626,5/24/2022
1738,5/28/2022
3379,5/28/2022
4602,5/24/2022
4795,5/28/2022
4992,5/29/2022
5259,5/31/2022
5771,5/25/2022
6095,5/29/2022
6153,5/26/2022
6497,5/25/2022
6806,5/24/2022
7771,5/31/2022
7810,5/29/2022
9235,5/29/2022
9468,5/26/2022
9768,5/28/2022
11124,5/27/2022
12555,5/30/2022
13580,5/31/2022
14025,5/27/2022
15025,5/30/2022
15209,5/24/2022
15290,5/26/2022
15621,5/28/2022
15892,5/28/2022
16364,5/24/2022
16578,5/31/2022
16642,5/24/2022
17186,5/29/2022
17289,5/28/2022
17702,5/26/2022
18206,5/26/2022
18302,5/29/2022
18337,5/27/2022
19296,5/26/2022
19333,5/28/2022
19887,5/24/2022
284,5/24/2022
2044,5/26/2022
2163,5/29/2022
2859,5/26/2022
4189,5/27/2022
5389,5/25/2022
5479,5/24/2022
6107,5/26/2022
7171,5/29/2022
7264,5/25/2022
7776,5/27/2022
8026,5/28/2022
8667,5/30/2022
9036,5/27/2022
9166,5/26/2022
9926,5/28/2022
10082,5/29/2022
10454,5/26/2022
10712,5/29/2022
10745,5/29/2022
11887,5/31/2022
14492,5/26/2022
15280,5/24/2022
16151,5/29/2022
16212,5/25/2022
17848,5/28/2022
18138,5/26/2022
18312,5/25/2022
18317,5/25/2022
19466,5/27/2022
19654,5/29/2022
417,5/31/2022
703,5/27/2022
1973,5/29/2022
2256,5/25/2022
2329,5/30/2022
2869,5/28/2022
2968,5/31/2022
5006,5/31/2022
5580,5/30/2022
5946,5/25/2022
6299,5/31/2022
6465,5/29/2022
6750,5/28/2022
6969,5/29/2022
7253,5/30/2022
7491,5/27/2022
8050,5/25/2022
8636,5/24/2022
9600,5/29/2022
10645,5/29/2022
10818,5/26/2022
11140,5/30/2022
11794,5/26/2022
12760,5/30/2022
12766,5/29/2022
13573,5/30/2022
13867,5/27/2022
14177,5/30/2022
14773,5/24/2022
14858,5/28/2022
15577,5/26/2022
16597,5/28/2022
16673,5/25/2022
17355,5/31/2022
17441,5/25/2022
17472,5/29/2022
18296,5/30/2022
18579,5/31/2022
1165,5/28/2022
1347,5/30/2022
1566,5/25/2022
1720,5/31/2022
2413,5/30/2022
2553,5/30/2022
3265,5/30/2022
3439,5/24/2022
4190,5/30/2022
4408,5/24/2022
5037,5/25/2022
5239,5/30/2022
6063,5/30/2022
6247,5/28/2022
6848,5/29/2022
7566,5/24/2022
7841,5/24/2022
8034,5/26/2022
8663,5/24/2022
9795,5/29/2022
9936,5/31/2022
10669,5/30/2022
10948,5/26/2022
10994,5/27/2022
11404,5/28/2022
11613,5/27/2022
12582,5/29/2022
12607,5/26/2022
13565,5/25/2022
14051,5/27/2022
17008,5/24/2022
17254,5/28/2022
17351,5/26/2022
18351,5/30/2022
18489,5/30/2022
19848,5/31/2022
1265,5/28/2022
1335,5/29/2022
1835,5/29/2022
1993,5/25/2022
3771,5/25/2022
3802,5/29/2022
3861,5/29/2022
3865,5/30/2022
5312,5/25/2022
5358,5/24/2022
5376,5/28/2022
5483,5/31/2022
6207,5/29/2022
7186,5/25/2022
7846,5/24/2022
7984,5/30/2022
9178,5/24/2022
10127,5/24/2022
10662,5/27/2022
10684,5/29/2022
10708,5/24/2022
13576,5/30/2022
13636,5/24/2022
13798,5/26/2022
13820,5/30/2022
15668,5/29/2022
16344,5/27/2022
17327,5/31/2022
17329,5/24/2022
17956,5/25/2022
18737,5/28/2022
18865,5/28/2022
18969,5/30/2022
19652,5/29/2022
19842,5/24/2022
19912,5/24/2022
927,5/26/2022
1199,5/29/2022
1304,5/30/2022
1857,5/25/2022
1946,5/31/2022
2938,5/29/2022
3159,5/24/2022
3268,5/25/2022
3328,5/26/2022
3934,5/31/2022
4591,5/28/2022
5158,5/24/2022
5236,5/26/2022
6265,5/28/2022
6330,5/28/2022
8577,5/24/2022
9875,5/29/2022
10191,5/25/2022
10394,5/28/2022
10440,5/31/2022
10539,5/30/2022
10941,5/27/2022
11662,5/30/2022
12013,5/28/2022
12710,5/25/2022
12865,5/31/2022
13061,5/30/2022
13692,5/28/2022
14282,5/26/2022
14479,5/28/2022
14754,5/24/2022
15722,5/31/2022
16068,5/31/2022
16241,5/28/2022
17440,5/27/2022
17891,5/25/2022
18744,5/27/2022
19156,5/30/2022
132,5/30/2022
448,5/28/2022
643,5/24/2022
852,5/24/2022
1031,5/27/2022
2020,5/25/2022
2121,5/30/2022
2180,5/25/2022
2265,5/30/2022
2685,5/25/2022
2745,5/31/2022
2999,5/28/2022
4759,5/26/2022
5331,5/24/2022
5406,5/26/2022
5616,5/26/2022
5898,5/31/2022
9052,5/28/2022
9486,5/28/2022
10134,5/31/2022
10623,5/27/2022
11863,5/25/2022
12075,5/26/2022
12227,5/24/2022
13279,5/27/2022
15172,5/27/2022
16281,5/26/2022
16331,5/24/2022
16368,5/27/2022
16670,5/29/2022
16818,5/29/2022
17970,5/28/2022
17984,5/31/2022
18217,5/24/2022
18311,5/25/2022
18838,5/30/2022
19015,5/25/2022
19017,5/28/2022
19154,5/29/2022
19307,5/24/2022
1129,5/27/2022
2427,5/28/2022
3177,5/30/2022
3484,5/31/2022
3585,5/24/2022
3760,5/24/2022
4411,5/30/2022
4596,5/24/2022
4806,5/28/2022
5805,5/27/2022
6312,5/24/2022
6443,5/27/2022
7222,5/24/2022
7638,5/28/2022
7784,5/24/2022
8540,5/28/2022
9477,5/28/2022
10868,5/24/2022
11025,5/31/2022
11357,5/29/2022
11618,5/24/2022
12804,5/28/2022
13004,5/25/2022
13164,5/25/2022
13617,5/29/2022
13680,5/31/2022
13712,5/29/2022
14018,5/24/2022
14143,5/25/2022
14524,5/26/2022
17090,5/25/2022
17972,5/24/2022
18235,5/27/2022
19159,5/30/2022
19580,5/24/2022
436,5/28/2022
1181,5/25/2022
1523,5/29/2022
2111,5/24/2022
2803,5/26/2022
2832,5/24/2022
3393,5/25/2022
4231,5/24/2022
5044,5/29/2022
5769,5/26/2022
6261,5/24/2022
6537,5/28/2022
6830,5/31/2022
6964,5/26/2022
7396,5/26/2022
7486,5/29/2022
7874,5/27/2022
8015,5/29/2022
8592,5/24/2022
8715,5/24/2022
9111,5/29/2022
11387,5/24/2022
11565,5/30/2022
12496,5/30/2022
13383,5/30/2022
13685,5/29/2022
13859,5/26/2022
13900,5/31/2022
14600,5/26/2022
14635,5/31/2022
15705,5/30/2022
16511,5/24/2022
16776,5/30/2022
17063,5/31/2022
18130,5/29/2022
2807,5/27/2022
3743,5/30/2022
4701,5/26/2022
5653,5/27/2022
6904,5/29/2022
8386,5/25/2022
9320,5/25/2022
9711,5/24/2022
9878,5/28/2022
11645,5/26/2022
12676,5/24/2022
12754,5/30/2022
13246,5/30/2022
13296,5/27/2022
13616,5/24/2022
13766,5/27/2022
14325,5/25/2022
15287,5/27/2022
15715,5/25/2022
15966,5/26/2022
16772,5/27/2022
18000,5/31/2022
18203,5/24/2022
18404,5/26/2022
18442,5/29/2022
18518,5/26/2022
1174,5/27/2022
2864,5/29/2022
3579,5/27/2022
4155,5/29/2022
4210,5/29/2022
5724,5/29/2022
6016,5/27/2022
6722,5/30/2022
7017,5/31/2022
7565,5/29/2022
7879,5/24/2022
8035,5/29/2022
8999,5/31/2022
9023,5/27/2022
9558,5/25/2022
9575,5/30/2022
9740,5/28/2022
10605,5/31/2022
10909,5/24/2022
11243,5/27/2022
12212,5/26/2022
12893,5/26/2022
13562,5/29/2022
13893,5/27/2022
14383,5/25/2022
14509,5/26/2022
15384,5/25/2022
15401,5/29/2022
16648,5/29/2022
18307,5/27/2022
19591,5/30/2022
19891,5/25/2022
562,5/29/2022
3087,5/26/2022
3555,5/25/2022
3561,5/31/2022
3908,5/24/2022
4544,5/31/2022
5544,5/30/2022
6804,5/28/2022
6923,5/26/2022
7382,5/28/2022
8162,5/28/2022
8221,5/26/2022
8653,5/24/2022
9168,5/27/2022
9213,5/27/2022
9482,5/27/2022
10178,5/30/2022
10540,5/26/2022
10543,5/26/2022
10840,5/29/2022
11184,5/26/2022
11235,5/29/2022
12264,5/27/2022
12345,5/26/2022
13355,5/26/2022
13666,5/29/2022
13722,5/25/2022
13799,5/28/2022
14040,5/29/2022
14164,5/24/2022
14197,5/31/2022
15614,5/27/2022
15873,5/25/2022
16426,5/30/2022
16908,5/29/2022
17208,5/26/2022
17429,5/29/2022
17502,5/25/2022
17580,5/27/2022
17677,5/24/2022
17711,5/29/2022
19144,5/27/2022
19668,5/31/2022
2406,5/24/2022
3818,5/31/2022
4360,5/24/2022
4521,5/24/2022
4898,5/28/2022
6597,5/28/2022
6959,5/25/2022
7082,5/29/2022
7871,5/24/2022
8454,5/26/2022
8801,5/26/2022
8962,5/31/2022
9074,5/27/2022
9119,5/27/2022
9718,5/29/2022
11423,5/30/2022
12041,5/25/2022
12638,5/26/2022
12709,5/27/2022
13391,5/28/2022
14471,5/24/2022
15084,5/26/2022
16254,5/27/2022
16723,5/24/2022
17344,5/27/2022
19411,5/29/2022
19963,5/27/2022
20000,5/30/2022
520,5/27/2022
1144,5/29/2022
1195,5/27/2022
2811,5/27/2022
3215,5/25/2022
3939,5/31/2022
5202,5/25/2022
5442,5/28/2022
5448,5/28/2022
5548,5/28/2022
5920,5/31/2022
6343,5/27/2022
6513,5/25/2022
8994,5/29/2022
9146,5/25/2022
13105,5/27/2022
13915,5/30/2022
14114,5/26/2022
14599,5/31/2022
15421,5/28/2022
15710,5/29/2022
15768,5/27/2022
16529,5/24/2022
16706,5/25/2022
18715,5/28/2022
19072,5/26/2022
19185,5/28/2022
826,5/25/2022
1923,5/26/2022
2634,5/31/2022
2927,5/28/2022
4245,5/29/2022
4422,5/25/2022
4433,5/31/2022
5470,5/30/2022
5471,5/31/2022
5827,5/25/2022
6160,5/30/2022
6494,5/28/2022
6498,5/29/2022
6660,5/29/2022
6674,5/28/2022
7083,5/29/2022
7221,5/28/2022
7265,5/28/2022
7440,5/24/2022
10707,5/27/2022
11507,5/24/2022
12305,5/31/2022
12437,5/26/2022
12698,5/27/2022
12743,5/27/2022
12768,5/27/2022
13552,5/28/2022
13864,5/24/2022
14405,5/31/2022
15111,5/26/2022
15487,5/27/2022
15695,5/27/2022
16070,5/31/2022
16238,5/24/2022
17391,5/30/2022
18694,5/31/2022
18942,5/24/2022
18975,5/27/2022
19211,5/30/2022
997,5/28/2022
1080,5/26/2022
2177,5/26/2022
3217,5/29/2022
3375,5/25/2022
4464,5/31/2022
5102,5/24/2022
6036,5/25/2022
6883,5/27/2022
7359,5/28/2022
7960,5/24/2022
8205,5/29/2022
9340,5/29/2022
9442,5/24/2022
9464,5/25/2022
9657,5/24/2022
10530,5/28/2022
10696,5/26/2022
11132,5/28/2022
11217,5/25/2022
11534,5/27/2022
11928,5/28/2022
12579,5/31/2022
12720,5/28/2022
12810,5/24/2022
12847,5/26/2022
13738,5/28/2022
14532,5/26/2022
14920,5/28/2022
15923,5/29/2022
15954,5/26/2022
16139,5/31/2022
17582,5/27/2022
18384,5/26/2022
18778,5/29/2022
18994,5/28/2022
19241,5/28/2022
55,5/27/2022
1221,5/30/2022
1609,5/31/2022
1953,5/30/2022
2039,5/31/2022
2705,5/25/2022
2915,5/27/2022
3077,5/24/2022
3243,5/25/2022
3895,5/31/2022
4670,5/30/2022
4789,5/25/2022
6280,5/25/2022
6522,5/28/2022
9308,5/29/2022
9923,5/28/2022
9946,5/31/2022
10143,5/31/2022
10148,5/29/2022
10287,5/30/2022
10592,5/30/2022
11245,5/26/2022
12060,5/28/2022
12087,5/31/2022
12682,5/27/2022
13071,5/29/2022
13912,5/26/2022
13993,5/26/2022
14660,5/27/2022
14895,5/27/2022
16774,5/25/2022
16899,5/25/2022
17636,5/28/2022
18505,5/28/2022
1341,5/31/2022
2262,5/26/2022
2664,5/29/2022
3618,5/24/2022
3746,5/26/2022
4288,5/29/2022
4324,5/24/2022
4402,5/27/2022
4617,5/25/2022
4793,5/29/2022
4816,5/31/2022
4839,5/27/2022
5113,5/29/2022
5122,5/24/2022
5190,5/29/2022
5480,5/31/2022
6180,5/24/2022
7551,5/28/2022
8217,5/27/2022
9193,5/29/2022
10573,5/27/2022
11026,5/24/2022
11054,5/25/2022
11174,5/26/2022
12080,5/30/2022
12519,5/30/2022
13274,5/26/2022
14065,5/25/2022
14295,5/25/2022
14916,5/25/2022
14970,5/29/2022
15163,5/29/2022
15480,5/27/2022
15714,5/25/2022
16096,5/27/2022
17508,5/30/2022
17754,5/29/2022
17861,5/31/2022
18119,5/30/2022
18270,5/28/2022
19867,5/28/2022
661,5/28/2022
1468,5/29/2022
1853,5/29/2022
1917,5/26/2022
3428,5/29/2022
4008,5/28/2022
4876,5/28/2022
6593,5/30/2022
6691,5/24/2022
6807,5/27/2022
7077,5/29/2022
8600,5/25/2022
9254,5/28/2022
9290,5/30/2022
10013,5/26/2022
10661,5/28/2022
11067,5/29/2022
11307,5/27/2022
12015,5/25/2022
12255,5/25/2022
12867,5/25/2022
13775,5/30/2022
13985,5/28/2022
14092,5/31/2022
14102,5/30/2022
14312,5/24/2022
14597,5/31/2022
14710,5/26/2022
15240,5/25/2022
15469,5/29/2022
15497,5/28/2022
15537,5/25/2022
16234,5/25/2022
16264,5/25/2022
16290,5/29/2022
16323,5/26/2022
16563,5/27/2022
17710,5/28/2022
17957,5/31/2022
18463,5/25/2022
18656,5/26/2022
19219,5/27/2022
157,5/31/2022
423,5/26/2022
625,5/27/2022
792,5/30/2022
1036,5/27/2022
2970,5/29/2022
3738,5/27/2022
4756,5/31/2022
5295,5/24/2022
5487,5/30/2022
5641,5/31/2022
5980,5/29/2022
6538,5/26/2022
7392,5/31/2022
7724,5/31/2022
7850,5/27/2022
8686,5/28/2022
9339,5/24/2022
9960,5/24/2022
10930,5/26/2022
11102,5/31/2022
14300,5/26/2022
14424,5/26/2022
15055,5/30/2022
15523,5/26/2022
15808,5/25/2022
15862,5/25/2022
17171,5/26/2022
18874,5/29/2022
19004,5/26/2022
19120,5/27/2022
19318,5/31/2022
19531,5/29/2022
608,5/30/2022
925,5/26/2022
1549,5/29/2022
2201,5/25/2022
2330,5/29/2022
2776,5/26/2022
3344,5/28/2022
3470,5/27/2022
3503,5/26/2022
3606,5/28/2022
4265,5/25/2022
5243,5/24/2022
5314,5/31/2022
5490,5/30/2022
5601,5/27/2022
6022,5/29/2022
6793,5/29/2022
7328,5/24/2022
7779,5/26/2022
8088,5/24/2022
9269,5/26/2022
9900,5/27/2022
10208,5/30/2022
10346,5/28/2022
11200,5/25/2022
11524,5/30/2022
11846,5/31/2022
12267,5/28/2022
13396,5/31/2022
13608,5/27/2022
14618,5/25/2022
14819,5/26/2022
15004,5/24/2022
15246,5/31/2022
15489,5/27/2022
15807,5/27/2022
15891,5/28/2022
16039,5/31/2022
17797,5/31/2022
17854,5/25/2022
18089,5/25/2022
18492,5/27/2022
19902,5/25/2022
584,5/25/2022
884,5/31/2022
2483,5/28/2022
3019,5/27/2022
3467,5/24/2022
3664,5/29/2022
3809,5/26/2022
3920,5/24/2022
4048,5/26/2022
5700,5/25/2022
5729,5/29/2022
6318,5/26/2022
6354,5/30/2022
7056,5/31/2022
7327,5/26/2022
7350,5/30/2022
8483,5/26/2022
8538,5/29/2022
9366,5/31/2022
9627,5/28/2022
11886,5/25/2022
12039,5/29/2022
12160,5/28/2022
12567,5/25/2022
12712,5/31/2022
12834,5/31/2022
13283,5/27/2022
13300,5/27/2022
13472,5/27/2022
13687,5/28/2022
14276,5/28/2022
14614,5/30/2022
14650,5/28/2022
14959,5/25/2022
15178,5/26/2022
15349,5/31/2022
16097,5/24/2022
16929,5/24/2022
17533,5/25/2022
17625,5/27/2022
17632,5/29/2022
18008,5/27/2022
18198,5/27/2022
18829,5/30/2022
19726,5/24/2022
39,5/27/2022
79,5/24/2022
104,5/26/2022
947,5/25/2022
1082,5/31/2022
1414,5/29/2022
2115,5/30/2022
4530,5/29/2022
5064,5/27/2022
5192,5/27/2022
5472,5/31/2022
6258,5/29/2022
7504,5/28/2022
7582,5/31/2022
7657,5/30/2022
8388,5/25/2022
8940,5/26/2022
9874,5/26/2022
9920,5/30/2022
10057,5/24/2022
10493,5/25/2022
11467,5/25/2022
12660,5/24/2022
13096,5/24/2022
13683,5/28/2022
14701,5/30/2022
15634,5/27/2022
15694,5/30/2022
16307,5/30/2022
16346,5/24/2022
17301,5/26/2022
18051,5/24/2022
18145,5/25/2022
19060,5/24/2022
1822,5/24/2022
2125,5/27/2022
2221,5/24/2022
2245,5/28/2022
2299,5/26/2022
2762,5/31/2022
4169,5/25/2022
4768,5/28/2022
5983,5/27/2022
6976,5/25/2022
7043,5/30/2022
7088,5/29/2022
7414,5/27/2022
7911,5/31/2022
8038,5/24/2022
8675,5/29/2022
9527,5/26/2022
9922,5/27/2022
10093,5/27/2022
10411,5/30/2022
10518,5/31/2022
10681,5/26/2022
10812,5/27/2022
11052,5/29/2022
11316,5/26/2022
11380,5/31/2022
11509,5/29/2022
11667,5/27/2022
12128,5/31/2022
14073,5/25/2022
14254,5/24/2022
14921,5/25/2022
15776,5/24/2022
16349,5/30/2022
16870,5/30/2022
16955,5/24/2022
17326,5/31/2022
17452,5/25/2022
17614,5/31/2022
18662,5/24/2022
18939,5/25/2022
19006,5/31/2022
19969,5/29/2022
14,5/26/2022
444,5/26/2022
632,5/27/2022
857,5/25/2022
1842,5/29/2022
2047,5/27/2022
2665,5/26/2022
3323,5/31/2022
4651,5/24/2022
5826,5/29/2022
5836,5/27/2022
7172,5/27/2022
7187,5/28/2022
7209,5/26/2022
7467,5/25/2022
7534,5/27/2022
8652,5/27/2022
9211,5/31/2022
9955,5/31/2022
10936,5/28/2022
11797,5/25/2022
13082,5/30/2022
13493,5/25/2022
13759,5/25/2022
14378,5/26/2022
14647,5/28/2022
14749,5/31/2022
14859,5/24/2022
16153,5/24/2022
16324,5/26/2022
16359,5/28/2022
16961,5/26/2022
17486,5/30/2022
19523,5/24/2022
19672,5/31/2022
19745,5/24/2022
19748,5/31/2022
207,5/24/2022
413,5/29/2022
488,5/28/2022
730,5/29/2022
883,5/27/2022
891,5/25/2022
1420,5/24/2022
1429,5/31/2022
1625,5/24/2022
1811,5/27/2022
1925,5/30/2022
1991,5/29/2022
3320,5/30/2022
4067,5/24/2022
4757,5/24/2022
5784,5/29/2022
7223,5/25/2022
7362,5/27/2022
7996,5/26/2022
8154,5/25/2022
9838,5/27/2022
9932,5/25/2022
10092,5/30/2022
11434,5/28/2022
11615,5/31/2022
12142,5/28/2022
12398,5/28/2022
12755,5/31/2022
13051,5/24/2022
13729,5/27/2022
14267,5/30/2022
14776,5/27/2022
15038,5/30/2022
15673,5/26/2022
16052,5/28/2022
16678,5/24/2022
17789,5/28/2022
17965,5/29/2022
19066,5/26/2022
716,5/27/2022
1712,5/24/2022
2169,5/31/2022
2318,5/25/2022
2480,5/26/2022
3220,5/27/2022
3289,5/31/2022
3531,5/25/2022
4209,5/28/2022
5995,5/27/2022
6086,5/27/2022
6272,5/28/2022
7004,5/31/2022
7122,5/25/2022
7474,5/28/2022
7492,5/28/2022
7892,5/27/2022
8324,5/26/2022
9577,5/31/2022
9670,5/25/2022
10827,5/27/2022
11361,5/26/2022
11696,5/25/2022
11851,5/26/2022
12377,5/28/2022
13115,5/29/2022
14477,5/24/2022
14573,5/24/2022
14930,5/31/2022
16599,5/24/2022
16601,5/28/2022
